#{"t_start": 1789174276.729187, "env_id": "FetchReachDense-v4"}
r,l,t,is_success
-0.803753,50,126.176919,1.0
-0.763728,50,126.356523,1.0
-0.845934,50,126.535436,1.0
-0.722346,50,126.706556,1.0
-0.497464,50,126.878512,1.0
-0.573583,50,127.04048,1.0
-0.916268,50,127.20131,1.0
-1.262045,50,127.371658,1.0
-1.058746,50,127.535822,1.0
-0.84926,50,127.704179,1.0
-0.723735,50,127.875557,1.0
-0.684689,50,128.052777,1.0
-0.672785,50,128.231664,1.0
-0.812301,50,128.400485,1.0
-0.846832,50,128.570232,1.0
-0.835074,50,128.734837,1.0
-0.903062,50,128.904283,1.0
-1.173601,50,129.068518,1.0
-1.101656,50,129.233773,1.0
-0.655235,50,129.398658,1.0
-1.66142,50,129.569328,1.0
-1.154967,50,129.739049,1.0
-0.755246,50,129.900843,1.0
-0.549093,50,130.066906,1.0
-0.7424,50,130.228942,1.0
-1.246532,50,130.391976,1.0
-1.033369,50,130.556917,1.0
-0.779195,50,130.719291,1.0
-1.846142,50,130.88973,1.0
-1.377297,50,131.057711,1.0
-1.100472,50,131.226212,1.0
-1.440972,50,131.38893,1.0
-1.174161,50,131.554831,1.0
-0.899368,50,131.720215,1.0
-1.039876,50,131.891755,1.0
-0.819154,50,132.062998,1.0
-1.121671,50,132.233661,1.0
-0.964338,50,132.400391,1.0
-1.084347,50,132.569737,1.0
-0.632471,50,132.73277,1.0
-0.601408,50,132.897584,1.0
-0.850095,50,133.062694,1.0
-0.970219,50,133.232833,1.0
-0.716965,50,133.393963,1.0
-0.799719,50,133.55756,1.0
-0.663242,50,133.72228,1.0
-0.699618,50,133.887916,1.0
-0.865928,50,134.05187,1.0
-1.002136,50,134.216353,1.0
-1.550953,50,134.387356,1.0
-1.450425,50,134.555214,1.0
-0.869895,50,134.719577,1.0
-1.812372,50,134.889838,1.0
-0.919852,50,135.05585,1.0
-0.706377,50,135.222292,1.0
-0.866372,50,135.622537,1.0
-1.201311,50,135.788228,1.0
-0.811032,50,135.961193,1.0
-1.197773,50,136.124954,1.0
-1.013803,50,136.288981,1.0
